timestamp,ticker,decision,last_date,next_bday,last_close,pred_next_close,pred_dir
2025-11-11 17:27:33,BBVA,SUBE,2025-10-31,2025-11-03,17.434999465942383,17.33948516845703,-1
2025-11-11 17:28:10,BBVA,BAJA,2025-10-31,2025-11-03,17.434999465942383,17.33948516845703,-1
