Date,Close,High,Low,Open,Volume,Price,Return,LogReturn,Volatility,Weekday,Month
2000-03-27,4.502917766571045,4.523398898931875,4.418067402566784,4.473659130527392,4186207,4.502917766571045,0.0032594527582801014,0.0032541522568380124,0.02384107954167833,0,3
2000-03-28,4.508770942687988,4.543881257327022,4.485363679016205,4.535103751275844,10406762,4.508770942687988,0.0012998629822638108,0.001299018891766296,0.01304633971701757,1,3
2000-03-29,4.432697296142578,4.5233993380742925,4.38295752290924,4.505844038570093,9968320,4.432697296142578,-0.016872368881098554,-0.017016328892030235,0.03204270505269075,2,3
2000-03-30,4.385884761810303,4.432698715185234,4.356626113559561,4.394662269155216,9376775,4.385884761810303,-0.010560733387549925,-0.010616893678241974,0.0174613564815453,3,3
2000-03-31,4.494140148162842,4.494140148162842,4.347846671790649,4.409290071275413,18359604,4.494140148162842,0.024682679147241426,0.024382983340417816,0.03364734026187308,4,3
2000-04-03,4.505843639373779,4.51169559897957,4.423919399669398,4.423919399669398,19424675,4.505843639373779,0.00260416694297394,0.0026007819756469585,0.019841274530619214,0,4
2000-04-04,4.617028713226318,4.625806220609868,4.491216321890282,4.505845500862865,14535557,4.617028713226318,0.02467575059217797,0.02437622165835875,0.029967360526277027,1,4
2000-04-05,4.578991889953613,4.6345836367746,4.453179508978097,4.538029901769194,11364317,4.578991889953613,-0.00823837702454433,-0.008272499993699523,0.04073586690830073,2,4
2000-04-06,4.608249664306641,4.657989437043371,4.514621498030464,4.587768239727671,10826369,4.608249664306641,0.006389566755341747,0.006369240013781861,0.031756358550866844,3,4
2000-04-07,4.646285533905029,4.67847029585298,4.570212961869032,4.596546054529811,10040715,4.646285533905029,0.008253864779288467,0.008219987919747452,0.023687590684980955,4,4
2000-04-10,4.652138710021973,4.66969401290793,4.596547256389823,4.631657571727411,10332321,4.652138710021973,0.0012597538558987154,0.0012589610317822952,0.015913413359652163,0,4
2000-04-11,4.6228790283203125,4.669692965223551,4.573138966230642,4.573138966230642,7834289,4.6228790283203125,-0.006289511883776577,-0.00630937419025077,0.02111328776708758,1,4
2000-04-12,4.564359664916992,4.681394751530875,4.532174914446223,4.637506376225058,12323261,4.564359664916992,-0.012658640437014146,-0.012739443656031395,0.032924553862432884,2,4
2000-04-13,4.617028713226318,4.617028713226318,4.505845500862865,4.529252768087727,8297541,4.617028713226318,0.011539197647844501,0.011473128874670025,0.024675327270356262,3,4
2000-04-14,4.517548084259033,4.637508776118194,4.476585811789769,4.581917328077263,9983813,4.517548084259033,-0.021546460970083392,-0.02178197510271971,0.035947700121063304,4,4
2000-04-17,4.388808250427246,4.444399677737589,4.295179819077748,4.315661238108956,15947213,4.388808250427246,-0.02849772297507336,-0.028911666343481007,0.03474123667583296,0,4
2000-04-18,4.391735076904297,4.464881820155596,4.362476437690631,4.447326520453688,7676434,4.391735076904297,0.0006668841084058741,0.0006666618400115355,0.023474139958719206,1,4
2000-04-19,4.418067932128906,4.45610436684878,4.33321755795424,4.412216262305627,10201237,4.418067932128906,0.005996002664889977,0.005978098175507963,0.02835925204562226,2,4
2000-04-20,4.476586818695068,4.502919631081329,4.38881087421899,4.429772865467415,6203518,4.476586818695068,0.01324535689924633,0.01315840413161822,0.025999925750422113,3,4
2000-04-21,4.476586818695068,4.476586818695068,4.476586818695068,4.476586818695068,0,4.476586818695068,0.0,0.0,0.0,4,4
2000-04-24,4.476586818695068,4.476586818695068,4.476586818695068,4.476586818695068,0,4.476586818695068,0.0,0.0,0.0,0,4
2000-04-25,4.391400337219238,4.435461222845217,4.382588276725113,4.406087687864798,9512168,4.391400337219238,-0.019029337512248223,-0.01921272558490516,0.012064319708264526,1,4
2000-04-26,4.3825883865356445,4.4354613339805375,4.362026619956479,4.4354613339805375,7606384,4.3825883865356445,-0.002006637975797476,-0.002008653971147112,0.016834999054818008,2,4
2000-04-27,4.35321569442749,4.400213946984814,4.323841567895845,4.3943392383095885,12146086,4.35321569442749,-0.006702133423799106,-0.006724693577287265,0.017663084525581976,3,4
2000-04-28,4.406087875366211,4.406087875366211,4.373776402357383,4.3972752313417125,9495124,4.406087875366211,0.01214554587919947,0.01207238056289818,0.007387545689672742,4,4
2000-05-01,4.406087875366211,4.406087875366211,4.406087875366211,4.406087875366211,0,4.406087875366211,0.0,0.0,0.0,0,5
2000-05-02,4.441335678100586,4.441335678100586,4.332652154080157,4.406087148858439,5774332,4.441335678100586,0.007999795676214339,0.007967966946988014,0.025084756439096818,1,5
2000-05-03,4.394337177276611,4.435460410293323,4.376712767939379,4.406086880693973,5706284,4.394337177276611,-0.01058206454777011,-0.010638452747990669,0.013422777657306251,2,5
2000-05-04,4.306216239929199,4.391400366676856,4.279779766691811,4.376713599088127,10509407,4.306216239929199,-0.020053294454301485,-0.02025709089250526,0.02608092146557477,3,5
2000-05-05,4.276843547821045,4.329716803505461,4.244532065195385,4.306217675949423,7124675,4.276843547821045,-0.006820997941486828,-0.006844367276695887,0.02006928844019815,4,5
2000-05-08,4.19753360748291,4.294467759103442,4.185784481638642,4.268031278326119,7791861,4.19753360748291,-0.0185440359113771,-0.018718132203229786,0.025964852691664014,0,5
2000-05-09,4.19753360748291,4.19753360748291,4.19753360748291,4.19753360748291,0,4.19753360748291,0.0,0.0,0.0,1,5
2000-05-10,4.176970481872559,4.25040518657087,4.165220777500453,4.179907835071173,9253142,4.176970481872559,-0.004898859076123641,-0.004910897819746079,0.020451355071155603,2,5
2000-05-11,4.221031188964844,4.256279717472496,4.144658842639269,4.194594719689696,6564364,4.221031188964844,0.010548484190516128,0.010493237106870655,0.026931257570562247,3,5
2000-05-12,4.19753360748291,4.2562815693263305,4.159347709283559,4.2562815693263305,5131932,4.19753360748291,-0.005566786984034566,-0.00558233928712455,0.02330506291321046,4,5
2000-05-15,4.176970481872559,4.238655482198764,4.159346071103223,4.206344597013999,4599949,4.176970481872559,-0.004898859076123641,-0.004910897819746079,0.01906775962849973,0,5
2000-05-16,4.206346035003662,4.229844868625939,4.171096909837011,4.171096909837011,7211563,4.206346035003662,0.007032741375259777,0.0070081269866719125,0.014084534610159252,1,5
2000-05-17,4.244531154632568,4.306216752153435,4.176971432532838,4.215157615961131,16425166,4.244531154632568,0.009077978680580134,0.009037021517673119,0.030942351823130557,2,5
2000-05-18,4.259218215942383,4.3179658724244,4.215157327792024,4.241593802366701,10110041,4.259218215942383,0.0034602317134095895,0.0034542588859333705,0.024390203410563818,3,5
2000-05-19,4.176970481872559,4.241593126975024,4.165220777500453,4.23278106737918,8766080,4.176970481872559,-0.019310523645388322,-0.01949940739027828,0.018335726616729827,4,5
2000-05-22,4.065349102020264,4.185782618020265,4.065349102020264,4.1769702672994695,7744073,4.065349102020264,-0.026723047322626647,-0.02708659939712185,0.02962439706350239,0,5
2000-05-23,4.165221691131592,4.185783751187425,4.06535020258389,4.06535020258389,21755098,4.165221691131592,0.02456679281533214,0.024269882096651887,0.02962439706350245,1,5
2000-05-24,4.159347057342529,4.162284411237632,4.068287920283489,4.071225274178592,24928409,4.159347057342529,-0.001410401228239655,-0.0014113967802472519,0.023104680100319186,2,5
2000-05-25,4.335590362548828,4.335590362548828,4.156409453117461,4.156409453117461,26905304,4.335590362548828,0.04237282986404689,0.04149968150803227,0.0431095423712346,3,5
2000-05-26,4.42664909362793,4.467772625117429,4.250405553860175,4.279779671539915,16111263,4.42664909362793,0.021002614053595492,0.02078509946680777,0.051140313201370434,4,5
2000-05-29,4.34440279006958,4.411962806018495,4.2974045434597015,4.362027205442715,6952794,4.34440279006958,-0.01857981100800188,-0.018754583913718592,0.026657546758808708,0,5
2000-05-30,4.364966869354248,4.406090721372834,4.320905953393184,4.332655667052476,11112939,4.364966869354248,0.004733465168486051,0.004722297549393382,0.019714561922542038,1,5
2000-05-31,4.406087875366211,4.464835239404723,4.370838757156655,4.382588463226506,12910296,4.406087875366211,0.009420691437698414,0.009376593463382012,0.021505364867134807,2,5
2000-06-01,4.50008487701416,4.526521354250517,4.376714261140867,4.376714261140867,12272155,4.50008487701416,0.021333437803969568,0.021109065498711898,0.034228209604572166,3,6
2000-06-02,4.646953582763672,4.664577703722654,4.45014827452263,4.45014827452263,28725352,4.646953582763672,0.032636874584232256,0.03211560325020658,0.04818478306164437,4,6
2000-06-05,4.588204860687256,4.626391032783013,4.541206629605227,4.61170397622827,7919177,4.588204860687256,-0.01264241637668273,-0.012723011723064842,0.01875809892076866,0,6
2000-06-06,4.611706733703613,4.646955573880268,4.57058318402345,4.585270249360023,14311877,4.611706733703613,0.005122237068733826,0.0051091630389544646,0.01670955035317572,1,6
2000-06-07,4.561769008636475,4.611704599462312,4.508896064418254,4.599955185892781,7450882,4.561769008636475,-0.010828469360850801,-0.010887523935902423,0.022801265226618826,2,6
2000-06-08,4.57058048248291,4.608766654840554,4.529457248687324,4.567643421044968,6917595,4.57058048248291,0.001931591413277145,0.001929728289393494,0.01750969306007138,3,6
2000-06-09,4.582330226898193,4.611704048892885,4.535331995075634,4.552956404903501,7565188,4.582330226898193,0.0025707335119280472,0.0025674348286809693,0.016839352422308742,4,6
2000-06-12,4.547083377838135,4.594081627014875,4.508897191040382,4.558832502765713,5286434,4.547083377838135,-0.0076919050602595185,-0.007721640340765781,0.018892521245275375,0,6
2000-06-13,4.614640235900879,4.626389644356457,4.538267914629474,4.552954966776484,9721675,4.614640235900879,0.014857184803781509,0.01474789796710976,0.019417480718340898,1,6
2000-06-14,4.661640167236328,4.685138992789378,4.5911425242666,4.61464193297494,13022688,4.661640167236328,0.010184961109167334,0.0101334438980079,0.02047343728188723,2,6
2000-06-15,4.68513822555542,4.688075869846131,4.635202646277305,4.635202646277305,8911804,4.68513822555542,0.005040727614337159,0.005028065679314083,0.011406885006697598,3,6
2000-06-16,4.655765056610107,4.682201526295224,4.529457414430637,4.670452113803011,21951633,4.655765056610107,-0.00626943486642384,-0.0062891703031260765,0.03372238612464964,4,6
2000-06-19,4.394337177276611,4.394337177276611,4.394337177276611,4.394337177276611,0,4.394337177276611,-0.05615143293417035,-0.05778954194852271,0.0,0,6
2000-06-20,4.552957534790039,4.638141668872164,4.552957534790039,4.599955778275936,5481020,4.552957534790039,0.036096537683467655,0.03546032258816692,0.018709626310198648,1,6
2000-06-21,4.514772415161133,4.57645773359556,4.511834769121404,4.529459479048692,6693045,4.514772415161133,-0.008386882446657196,-0.008422250234393617,0.014322990043081681,2,6
2000-06-22,4.453087329864502,4.53827148287668,4.453087329864502,4.526522065183041,8578725,4.453087329864502,-0.013662944579329261,-0.013757141596457023,0.019129234776262504,3,6
2000-06-23,4.482460975646973,4.514772458192015,4.3914018201473,4.470711557687156,5574946,4.482460975646973,0.006596242922405127,0.0065745829096889976,0.028093680127084377,4,6
2000-06-26,4.552957534790039,4.561769596102006,4.450148694928575,4.50008458376283,10936867,4.552957534790039,0.01572719975167014,0.015604808921161542,0.025082510456478756,0,6
2000-06-27,4.514772415161133,4.579394796479747,4.514772415161133,4.538271542434567,5010676,4.514772415161133,-0.008386882446657196,-0.008422250234393617,0.014313541276544633,1,6
2000-06-28,4.511834144592285,4.550020330467538,4.4736482502947625,4.511834144592285,5381187,4.511834144592285,-0.0006508125545776622,-0.0006510244249985339,0.01707154338022511,2,6
2000-06-29,4.482460975646973,4.547083940737058,4.441337721209841,4.511834812124287,13539652,4.482460975646973,-0.006510250156362307,-0.00653153426176951,0.0238095425669208,3,6
2000-06-30,4.597019195556641,4.597019195556641,4.470711496333134,4.500085623985106,9757447,4.597019195556641,0.025556992137144796,0.0252358719613418,0.028252259025683856,4,6
2000-07-03,4.623453617095947,4.623453617095947,4.511832455317623,4.55883068576238,5928882,4.623453617095947,0.00575033960372795,0.005733869509874006,0.024739651324323524,0,7
2000-07-04,4.617578983306885,4.638140747193199,4.582330453485807,4.591142513046665,6093242,4.617578983306885,-0.001270615923849694,-0.00127142384070319,0.012179456342991729,1,7
2000-07-05,4.588204860687256,4.664576913301145,4.570580451137088,4.6058289786597975,12962100,4.588204860687256,-0.006361368744491447,-0.006381688470661551,0.020565541547501294,2,7
2000-07-06,4.611706733703613,4.670454703472104,4.552959055512923,4.552959055512923,13565018,4.611706733703613,0.005122237068733826,0.0051091630389544646,0.02580643632560509,3,7
2000-07-07,4.394337177276611,4.394337177276611,4.394337177276611,4.394337177276611,0,4.394337177276611,-0.04713429733907537,-0.04828130586581087,0.0,4,7
2000-07-10,4.631521224975586,4.655121320072187,4.578420791385296,4.649221369505683,4982375,4.631521224975586,0.05397493140159293,0.05256866558735778,0.01675261671692766,0,7
2000-07-11,4.572519302368164,4.616769206725569,4.5194191828749055,4.602019336216588,6756736,4.572519302368164,-0.012739210238150833,-0.01282104976712466,0.02154038382178497,1,7
2000-07-12,4.516468048095703,4.610868372535854,4.501717887590527,4.543018102740694,7657677,4.516468048095703,-0.012258287076761243,-0.012334039578285749,0.02424640718740111,2,7
2000-07-13,4.49876880645752,4.572519033151616,4.481068670058411,4.51351867609807,7010023,4.49876880645752,-0.003918823613873523,-0.003926522322969305,0.020408159264386647,3,7
2000-07-14,4.537117958068848,4.566618277794394,4.501717691530351,4.519418117629995,4756411,4.537117958068848,0.008524365945696388,0.008488238701027209,0.014416849458629543,4,7
2000-07-17,4.507618427276611,4.566618780390814,4.489918292059308,4.528268536225061,6038450,4.507618427276611,-0.006501821434854671,-0.006523050343586438,0.0170828249741551,0,7
2000-07-18,4.528269767761231,4.566620022356956,4.498769729596331,4.513519602263527,5617574,4.528269767761231,0.004581430486585658,0.004570967678182759,0.015081966146045159,1,7
2000-07-19,4.590219020843506,4.634469509645873,4.516468791833806,4.622669320732483,8182450,4.590219020843506,0.01368055709121374,0.013587823081419124,0.026126764791428034,2,7
2000-07-20,4.6433186531066895,4.6433186531066895,4.560718223054947,4.569568143633173,6213613,4.6433186531066895,0.011567995344463178,0.011501597654495802,0.01811127677965027,3,7
2000-07-21,4.584320068359375,4.646270414739635,4.545970104931088,4.640370465416901,7598170,4.584320068359375,-0.012706124467214974,-0.012787537632443884,0.022063565640202794,4,7
2000-07-24,4.4132184982299805,4.4132184982299805,4.4132184982299805,4.4132184982299805,0,4.4132184982299805,-0.03732321643733483,-0.0380375584517559,0.0,0,7
2000-07-25,4.607919216156006,4.646269464572143,4.572519234628423,4.631519301451214,6918120,4.607919216156006,0.04411762481375314,0.04317215056007066,0.016129014698330245,1,7
2000-07-26,4.569568634033203,4.6315189632204365,4.557768738662553,4.6315189632204365,8161574,4.569568634033203,-0.008322754875636718,-0.008357582375113299,0.016181212515737547,2,7
2000-07-27,4.4132184982299805,4.4132184982299805,4.4132184982299805,4.4132184982299805,0,4.4132184982299805,-0.0342155131753048,-0.03481456818495731,0.0,3,7
2000-07-28,4.545971393585205,4.596121562705632,4.525320979440791,4.596121562705632,6266739,4.545971393585205,0.03008074388532278,0.029637191290715206,0.015645427934614733,4,7
2000-07-31,4.602019786834717,4.602019786834717,4.5282695485769855,4.572519750097723,6424718,4.602019786834717,0.01232924459854745,0.012253858465923877,0.01628662725718424,0,7
2000-08-01,4.602019786834717,4.607919735616017,4.56071955970463,4.587269914881467,6669318,4.602019786834717,0.0,0.0,0.010349282672062343,1,8
2000-08-02,4.631521224975586,4.63447149308942,4.563670914969035,4.593171253462723,7806258,4.631521224975586,0.006410541350835963,0.006390081224402334,0.015513953446589812,2,8
2000-08-03,4.616769790649414,4.62561971407413,4.57251988069533,4.607919867224697,6416727,4.616769790649414,-0.003185008469058559,-0.003190091404196325,0.01161281629479224,3,8
2000-08-04,4.631521224975586,4.64627139422243,4.596121228745975,4.6226712991258285,7047369,4.631521224975586,0.00319518516085604,0.0031900914041962693,0.010911410509104064,4,8
2000-08-07,4.720022678375244,4.720022678375244,4.604971867532857,4.6079218432728215,12672782,4.720022678375244,0.01910850649294482,0.018928231881696327,0.02498404206408894,0,8
2000-08-08,4.817371368408203,4.870471794921293,4.711171101043109,4.711171101043109,19397591,4.817371368408203,0.020624623368646455,0.02041481572221476,0.03381339596070121,1,8
2000-08-09,4.885221004486084,4.923571258498701,4.796720891337014,4.808520789291355,14661200,4.885221004486084,0.014084369023910304,0.013986105873308844,0.026445225818909245,2,8
2000-08-10,4.882271766662598,4.897021640446397,4.835071584893379,4.858671382947459,13929360,4.882271766662598,-0.0006037061211310313,-0.0006038884250470626,0.012812644955779653,3,8
2000-08-11,4.911770820617676,4.914721087788346,4.846870506642224,4.861620964004107,5781988,4.911770820617676,0.006042075362642674,0.006023895219076756,0.013998843388355013,4,8
2000-08-14,4.944221019744873,4.961920864364357,4.89702055560152,4.899970529704768,7314279,4.944221019744873,0.006606619142526693,0.006584891081127832,0.01325301946886872,0,8
2000-08-15,5.000271797180176,5.009121720700191,4.941271721385737,4.956021593919094,6233865,5.000271797180176,0.011336624558542674,0.011272846595594655,0.013731282783094002,1,8
2000-08-16,5.012070655822754,5.056320849907399,4.982570916873583,5.000270760243086,12155808,5.012070655822754,0.0023596434596280247,0.0023568638726970976,0.014801582208104675,2,8
2000-08-17,4.976669788360596,5.017970003612041,4.702318734972233,5.015020030069853,8344340,4.976669788360596,-0.007063122189036042,-0.007088184116592038,0.06712672756362441,3,8
2000-08-18,5.074020385742188,5.091720813699761,4.979620055504637,4.985520002936877,12148959,5.074020385742188,0.019561393767630664,0.019372528706874295,0.022511909934012826,4,8
2000-08-21,5.076972484588623,5.079921873538221,5.029772305157532,5.038622228989418,9240744,5.076972484588623,0.0005818066586271708,0.0005816374747515157,0.009970544457701595,0,8
2000-08-22,5.020920753479004,5.065170949114514,5.020920753479004,5.053371053121287,4505760,5.020920753479004,-0.011040385048326828,-0.011101782417964216,0.008813163522815876,1,8
2000-08-23,5.000271797180176,5.062221847481286,4.923571288684699,5.062221847481286,6081647,5.000271797180176,-0.0041125835902748875,-0.004121063519766491,0.028160566927350524,2,8
