Price,Close,High,Low,Open,Volume
Ticker,BBVA.MC,BBVA.MC,BBVA.MC,BBVA.MC,BBVA.MC
Date,,,,,
2000-01-03,4.115111827850342,4.1557409145486295,4.106405780174198,4.135426515234422,8244257
2000-01-04,4.0077338218688965,4.0889913790289825,3.9932237495686884,4.062872960818877,8522096
2000-01-05,3.9177701473236084,3.990321366328758,3.900357774102856,3.97000669084646,12159826
2000-01-06,3.9177701473236084,3.917770147323609,3.917770147323609,3.917770147323609,0
2000-01-07,3.9671058654785156,4.001930331757413,3.926477081428328,4.001930331757413,62261944
2000-01-10,3.9032604694366455,4.010636749615416,3.8974564396117737,4.010636749615416,58740351
2000-01-11,3.8249051570892334,3.8945543783684453,3.787178675606601,3.8887503486126205,6761292
2000-01-12,3.812411308288574,3.850447733476369,3.774374883100779,3.850447733476369,8266754
2000-01-13,3.718785047531128,3.8182649044271675,3.686600567333024,3.803635436827486,9372669
2000-01-14,3.79193115234375,3.800708656460695,3.7246360828110707,3.745116925750608,8538333
2000-01-17,3.7568199634552,3.8182636490859836,3.748042460041793,3.8182636490859836,6825078
2000-01-18,3.6778228282928467,3.753895416041619,3.6368602635190777,3.7480434551114743,9698972
2000-01-19,3.671970844268799,3.671970844268799,3.598824092227981,3.6105274331460433,13027455
2000-01-20,3.6661171913146973,3.704153609598387,3.631006897112496,3.6865983172802106,9459285
2000-01-21,3.590045213699341,3.657340565425754,3.578341876309858,3.6368591441257156,6786146
2000-01-24,3.6076018810272217,3.669045006537488,3.59882437464985,3.669045006537488,5863878
2000-01-25,3.686598300933838,3.7334122199519677,3.5929704628975787,3.604673797435036,9429700
2000-01-26,3.8007092475891113,3.8182645489876523,3.7012293999535792,3.7451175082327812,9120798
2000-01-27,3.94992733001709,3.993815130708675,3.821188600222739,3.8416697287770463,13662088
2000-01-28,3.935298442840576,4.011371305721085,3.832893068025779,4.011371305721085,16119882
2000-01-31,3.876782178878784,3.9528547654466437,3.832893779538399,3.9382252989998485,9868382
2000-02-01,3.929445743560791,3.9616304972462544,3.8650768170582177,3.9294457435607915,9530743
2000-02-02,3.91774320602417,3.938224337877547,3.8592256449524873,3.938224337877547,7648463
2000-02-03,3.94992733001709,3.993815130708675,3.8650769817827015,3.926520077011434,7766488
2000-02-04,3.891411304473877,3.9938166969717512,3.876782128650925,3.9938166969717512,10516943
2000-02-07,3.818265438079834,3.914819182603126,3.809487640119481,3.9001897129587846,8135156
2000-02-08,3.964557409286499,3.964557409286499,3.771449996395528,3.8153378071518125,13714517
2000-02-09,3.8680050373077393,3.979188544769226,3.853375857721526,3.979188544769226,9070278
2000-02-10,3.809485912322998,3.8621515144610945,3.80363424329304,3.8328928788770673,8404876
2000-02-11,4.102072715759277,4.148886644031964,3.745116294854386,3.815337187263416,24338356
2000-02-14,4.578991889953613,4.9271709677787365,4.271775381181593,4.3888105459307205,59647471
2000-02-15,4.461956024169922,4.6521376039887015,4.44440072545769,4.6521376039887015,23093519
2000-02-16,4.4795098304748535,4.549731006481549,4.435622031121939,4.476583996546938,19374515
2000-02-17,4.4795098304748535,4.520472086334033,4.438547574615675,4.438547574615675,10019217
2000-02-18,4.485362529754639,4.505843662393932,4.423919422271004,4.464881397115344,13772503
2000-02-21,4.459029197692871,4.476584493643952,4.388808594756972,4.388808594756972,10726790
2000-02-22,4.397587299346924,4.447326785672404,4.3888097941896556,4.3888097941896556,14620960
2000-02-23,4.517548084259033,4.529251715150664,4.397587392399871,4.400512937079908,14342436
2000-02-24,4.584841251373291,4.657987970033305,4.505842574490503,4.535101494301849,17306014
2000-02-25,4.593620300292969,4.6462859089976964,4.576065291014242,4.593620300292969,10362673
2000-02-28,4.491215705871582,4.5351038176383325,4.441475632884093,4.52340018563118,7457895
2000-02-29,4.418067932128906,4.52632527603097,4.418067932128906,4.5146216459501325,8498634
2000-03-01,4.461956024169922,4.473659363021905,4.3917348293209955,4.43269709617145,9312142
2000-03-02,4.444401741027832,4.4707345498962425,4.359551353225149,4.461957043751547,7597565
2000-03-03,4.461956024169922,4.461956024169922,4.377105655756017,4.461956024169922,7755245
2000-03-06,4.473660945892334,4.5936216637409375,4.4034400166321,4.535104367907923,11462949
2000-03-07,4.470733642578125,4.5116959104755505,4.4209935798831,4.453178343417191,9774752
2000-03-08,4.505843639373779,4.520473102736889,4.406364101720515,4.444400532204055,8594927
2000-03-09,4.485362529754639,4.505843662393932,4.4268449664374785,4.505843662393932,9151090
2000-03-10,4.397587299346924,4.517547988667717,4.368328367954113,4.4853632222224835,11147673
2000-03-13,4.394659996032715,4.394659996032715,4.394659996032715,4.394659996032715,0
2000-03-14,4.324440002441406,4.324440002441406,4.248367133894912,4.324440002441406,6665918
2000-03-15,4.251293182373047,4.315662419812786,4.251293182373047,4.315662419812786,5468445
2000-03-16,4.467806816101074,4.476584609520935,4.283477220363071,4.318587522739856,12188949
2000-03-17,4.494140148162842,4.532176579810684,4.420993409976746,4.50584377729843,9163603
2000-03-20,4.459029197692871,4.479510327896763,4.409289434526652,4.450251694934437,16836160
2000-03-21,4.508770942687988,4.517548448739166,4.4063652532526385,4.441475567891672,7230397
2000-03-22,4.529251575469971,4.543880750590479,4.461956498612767,4.508770439866971,11605370
2000-03-23,4.497066497802734,4.549732395891009,4.4326972604288,4.549732395891009,5621286
2000-03-24,4.488288402557373,4.51462120462224,4.444400592738761,4.497066196868495,3848057
2000-03-27,4.502917766571045,4.523398898931875,4.418067402566784,4.473659130527392,4186207
2000-03-28,4.508770942687988,4.543881257327022,4.485363679016205,4.535103751275844,10406762
2000-03-29,4.432697296142578,4.5233993380742925,4.38295752290924,4.505844038570093,9968320
2000-03-30,4.385884761810303,4.432698715185234,4.356626113559561,4.394662269155216,9376775
2000-03-31,4.494140148162842,4.494140148162842,4.347846671790649,4.409290071275413,18359604
2000-04-03,4.505843639373779,4.51169559897957,4.423919399669398,4.423919399669398,19424675
2000-04-04,4.617028713226318,4.625806220609868,4.491216321890282,4.505845500862865,14535557
2000-04-05,4.578991889953613,4.6345836367746,4.453179508978097,4.538029901769194,11364317
2000-04-06,4.608249664306641,4.657989437043371,4.514621498030464,4.587768239727671,10826369
2000-04-07,4.646285533905029,4.67847029585298,4.570212961869032,4.596546054529811,10040715
2000-04-10,4.652138710021973,4.66969401290793,4.596547256389823,4.631657571727411,10332321
2000-04-11,4.6228790283203125,4.669692965223551,4.573138966230642,4.573138966230642,7834289
2000-04-12,4.564359664916992,4.681394751530875,4.532174914446223,4.637506376225058,12323261
2000-04-13,4.617028713226318,4.617028713226318,4.505845500862865,4.529252768087727,8297541
2000-04-14,4.517548084259033,4.637508776118194,4.476585811789769,4.581917328077263,9983813
2000-04-17,4.388808250427246,4.444399677737589,4.295179819077748,4.315661238108956,15947213
2000-04-18,4.391735076904297,4.464881820155596,4.362476437690631,4.447326520453688,7676434
2000-04-19,4.418067932128906,4.45610436684878,4.33321755795424,4.412216262305627,10201237
2000-04-20,4.476586818695068,4.502919631081329,4.38881087421899,4.429772865467415,6203518
2000-04-21,4.476586818695068,4.476586818695068,4.476586818695068,4.476586818695068,0
2000-04-24,4.476586818695068,4.476586818695068,4.476586818695068,4.476586818695068,0
2000-04-25,4.391400337219238,4.435461222845217,4.382588276725113,4.406087687864798,9512168
2000-04-26,4.3825883865356445,4.4354613339805375,4.362026619956479,4.4354613339805375,7606384
2000-04-27,4.35321569442749,4.400213946984814,4.323841567895845,4.3943392383095885,12146086
2000-04-28,4.406087875366211,4.406087875366211,4.373776402357383,4.3972752313417125,9495124
2000-05-01,4.406087875366211,4.406087875366211,4.406087875366211,4.406087875366211,0
2000-05-02,4.441335678100586,4.441335678100586,4.332652154080157,4.406087148858439,5774332
2000-05-03,4.394337177276611,4.435460410293323,4.376712767939379,4.406086880693973,5706284
2000-05-04,4.306216239929199,4.391400366676856,4.279779766691811,4.376713599088127,10509407
2000-05-05,4.276843547821045,4.329716803505461,4.244532065195385,4.306217675949423,7124675
2000-05-08,4.19753360748291,4.294467759103442,4.185784481638642,4.268031278326119,7791861
2000-05-09,4.19753360748291,4.19753360748291,4.19753360748291,4.19753360748291,0
2000-05-10,4.176970481872559,4.25040518657087,4.165220777500453,4.179907835071173,9253142
2000-05-11,4.221031188964844,4.256279717472496,4.144658842639269,4.194594719689696,6564364
2000-05-12,4.19753360748291,4.2562815693263305,4.1593477092835585,4.2562815693263305,5131932
2000-05-15,4.176970481872559,4.238655482198764,4.159346071103223,4.206344597013999,4599949
2000-05-16,4.206346035003662,4.229844868625939,4.171096909837011,4.171096909837011,7211563
2000-05-17,4.244531154632568,4.306216752153435,4.176971432532838,4.215157615961131,16425166
2000-05-18,4.259218215942383,4.3179658724244,4.215157327792024,4.241593802366701,10110041
2000-05-19,4.176970481872559,4.241593126975024,4.165220777500453,4.23278106737918,8766080
2000-05-22,4.065349102020264,4.185782618020265,4.065349102020264,4.1769702672994695,7744073
2000-05-23,4.165221691131592,4.185783751187425,4.06535020258389,4.06535020258389,21755098
2000-05-24,4.159347057342529,4.162284411237632,4.068287920283489,4.071225274178592,24928409
2000-05-25,4.335590362548828,4.335590362548828,4.156409453117461,4.156409453117461,26905304
2000-05-26,4.42664909362793,4.467772625117429,4.250405553860175,4.279779671539915,16111263
2000-05-29,4.34440279006958,4.4119628060184946,4.2974045434597015,4.362027205442715,6952794
2000-05-30,4.364966869354248,4.406090721372834,4.320905953393184,4.332655667052476,11112939
2000-05-31,4.406087875366211,4.464835239404723,4.370838757156655,4.382588463226506,12910296
2000-06-01,4.50008487701416,4.526521354250517,4.376714261140867,4.376714261140867,12272155
2000-06-02,4.646953582763672,4.664577703722654,4.45014827452263,4.45014827452263,28725352
2000-06-05,4.588204860687256,4.626391032783013,4.541206629605227,4.61170397622827,7919177
2000-06-06,4.611706733703613,4.646955573880268,4.57058318402345,4.585270249360023,14311877
2000-06-07,4.561769008636475,4.611704599462312,4.508896064418254,4.599955185892781,7450882
2000-06-08,4.57058048248291,4.608766654840554,4.529457248687324,4.567643421044968,6917595
2000-06-09,4.582330226898193,4.611704048892885,4.535331995075634,4.552956404903501,7565188
2000-06-12,4.547083377838135,4.594081627014875,4.508897191040382,4.558832502765713,5286434
2000-06-13,4.614640235900879,4.626389644356457,4.538267914629474,4.5529549667764835,9721675
2000-06-14,4.661640167236328,4.685138992789378,4.5911425242666,4.61464193297494,13022688
2000-06-15,4.68513822555542,4.688075869846131,4.635202646277305,4.635202646277305,8911804
2000-06-16,4.655765056610107,4.6822015262952235,4.529457414430637,4.670452113803011,21951633
2000-06-19,4.394337177276611,4.394337177276611,4.394337177276611,4.394337177276611,0
2000-06-20,4.552957534790039,4.638141668872164,4.552957534790039,4.599955778275936,5481020
2000-06-21,4.514772415161133,4.57645773359556,4.511834769121404,4.529459479048692,6693045
2000-06-22,4.453087329864502,4.53827148287668,4.453087329864502,4.526522065183041,8578725
2000-06-23,4.482460975646973,4.514772458192015,4.3914018201472995,4.470711557687156,5574946
2000-06-26,4.552957534790039,4.561769596102006,4.450148694928575,4.50008458376283,10936867
2000-06-27,4.514772415161133,4.579394796479747,4.514772415161133,4.5382715424345665,5010676
2000-06-28,4.511834144592285,4.550020330467538,4.4736482502947625,4.511834144592285,5381187
2000-06-29,4.482460975646973,4.547083940737058,4.441337721209841,4.511834812124287,13539652
2000-06-30,4.597019195556641,4.597019195556641,4.470711496333134,4.500085623985106,9757447
2000-07-03,4.623453617095947,4.623453617095947,4.511832455317623,4.55883068576238,5928882
2000-07-04,4.617578983306885,4.638140747193199,4.582330453485807,4.591142513046665,6093242
