Date,Close,High,Low,Open,Volume,Return,MA_7,MA_30,Volatility_30,Range,Body,evento_negativo,Dividens_bin
2000-02-14,15.035642623901367,16.17892837524414,14.026862144470217,14.411160469055176,59647471,0.11626246262460493,13.149839809962682,12.708080736796061,0.031862139323739144,2.152066230773924,0.6244821548461914,0,0
2000-02-15,14.65134620666504,15.275829315185549,14.593701362609863,15.275829315185549,23093519,-0.02555902842658886,13.417475700378418,12.754196484883627,0.031845026396305876,0.6821279525756854,0.6244831085205078,0,0
2000-02-16,14.708990097045898,14.939569473266602,14.564879417419434,14.699382781982422,19374515,0.0039343750101703545,13.727658680507115,12.812161350250244,0.03145763575057413,0.37469005584716797,0.009607315063476562,0,0
2000-02-17,14.708990097045898,14.843494415283203,14.574485778808594,14.574485778808594,10019217,0.0,13.96921716417585,12.870126215616862,0.03145763575057413,0.2690086364746094,0.1345043182373047,0,0
2000-02-18,14.728204727172852,14.795456886291504,14.526449203491213,14.6609525680542,13772503,0.001306318788725891,14.25881290435791,12.923287359873454,0.031426987559458996,0.2690076828002912,0.06725215911865234,0,0
2000-02-21,14.641737937927246,14.699382781982422,14.411160469055176,14.411160469055176,10726790,-0.0058708302096098786,14.56350599016462,12.980611769358317,0.03125334244447073,0.2882223129272461,0.2305774688720703,0,0
2000-02-22,14.439982414245604,14.603307723999023,14.411160469055176,14.411160469055176,14620960,-0.01377947922145395,14.702127729143415,13.03985767364502,0.031102559111735505,0.19214725494384766,0.02882194519042791,0,0
2000-02-23,14.833887100219728,14.87231731414795,14.439982414245604,14.449588775634766,14342436,0.027278751086671882,14.67330551147461,13.117037455240885,0.03120819393208422,0.4323348999023455,0.3842983245849627,0,0
2000-02-24,15.054858207702637,15.2950439453125,14.795456886291504,14.891531944274902,17306014,0.014896372474052066,14.73095008305141,13.211830870310466,0.030697740750084107,0.4995870590209961,0.16332626342773438,0,0
2000-02-25,15.083680152893066,15.256613731384276,15.026036262512209,15.083680152893066,10362673,0.0019144614178885355,14.784477233886719,13.299578793843587,0.030624891487633737,0.23057746887206676,0.0,0,0
2000-02-28,14.74742031097412,14.891531944274902,14.58409309387207,14.85310173034668,7457895,-0.022292957587969786,14.789967264447894,13.379961077372233,0.030951974136718987,0.30743885040283203,0.10568141937256037,0,0
2000-02-29,14.50723361968994,14.862709045410156,14.50723361968994,14.824278831481934,8498634,-0.016286691924380037,14.758399963378906,13.46098378499349,0.030818845253146904,0.3554754257202166,0.31704521179199396,0,0
2000-03-01,14.65134620666504,14.689775466918944,14.420766830444336,14.55527114868164,9312142,0.00993384340206016,14.75977257319859,13.547450764973958,0.0307854009935897,0.2690086364746076,0.09607505798340021,0,0
2000-03-02,14.593701362609863,14.680168151855469,14.315085411071776,14.65134620666504,7597565,-0.0039344401014123065,14.781732422964913,13.632636737823486,0.030810772764314553,0.3650827407836932,0.05764484405517756,0,0
2000-03-03,14.65134620666504,14.65134620666504,14.372730255126951,14.65134620666504,7755245,0.003949981065315411,14.7556551524571,13.728070672353109,0.030373960393046955,0.2786159515380895,0.0,0,0
2000-03-06,14.689775466918944,15.083680152893066,14.45919704437256,14.891531944274902,11462949,0.002622916673446829,14.703500475202288,13.822864087422689,0.030384013482368123,0.624483108520506,0.2017564773559588,0,0
2000-03-07,14.680168151855469,14.814672470092772,14.516840934753418,14.622523307800291,9774752,-0.0006540137448056704,14.645855903625488,13.908690547943115,0.030297575569055563,0.2978315353393537,0.05764484405517756,0,0
2000-03-08,14.795456886291504,14.843494415283203,14.468804359436035,14.593701362609863,8594927,0.007853366067980927,14.652718271527972,13.985870297749837,0.029956138242937955,0.37469005584716797,0.20175552368164062,0,0
2000-03-09,14.728204727172852,14.795456886291504,14.536055564880373,14.795456886291504,9151090,-0.0045454601122162375,14.68428557259696,14.044475650787353,0.029345599102238665,0.25940132141113104,0.06725215911865234,0,0
2000-03-10,14.439982414245604,14.833887100219728,14.343907356262209,14.728204727172852,11147673,-0.01956941244817778,14.654090745108467,14.095074876149495,0.02964267407819067,0.48997974395751953,0.28822231292724787,0,0
2000-03-13,14.430374145507812,14.430374145507812,14.430374145507812,14.430374145507812,0,-0.0006653933822184932,14.630758285522461,14.151758734385172,0.0294417446017432,0.0,0.0,0,0
2000-03-14,14.199795722961426,14.199795722961426,13.95000171661377,14.199795722961426,6665918,-0.015978686361238004,14.566251073564802,14.194992224375406,0.02962442396878176,0.24979400634765625,0.0,0,0
2000-03-15,13.959609985351562,14.170973777770996,13.959609985351562,14.170973777770996,5468445,-0.01691473189445092,14.461941719055176,14.231500498453777,0.029839666780607732,0.2113637924194336,0.2113637924194336,0,0
2000-03-16,14.670559883117676,14.699382781982422,14.065292358398438,14.180581092834473,12188949,0.05092906596331459,14.460569109235491,14.288184356689452,0.031083399998165378,0.6340904235839844,0.4899787902832031,0,0
